+-----+-----------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                          |
|eruvim-merged.txt-023b-0001  |157  |157:36.1%, 113:24.9%, 82:23.2% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-023b-0002  |157  |157:71.6%, 82:19.9%, 136:7.4%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-023b-0003  |60   |60:47.7%, 157:20.7%, 109:11.6% |canyon, ditch, akiva, sealed, flask, measurement, cup, reached, measuring, contents               |
|eruvim-merged.txt-023b-0004  |60   |60:52.3%, 109:17.3%, 157:12.2% |canyon, ditch, akiva, sealed, flask, measurement, cup, reached, measuring, contents               |
|eruvim-merged.txt-023b-0005  |60   |60:38.4%, 82:23.8%, 109:16.7%  |canyon, ditch, akiva, sealed, flask, measurement, cup, reached, measuring, contents               |
|eruvim-merged.txt-023b-0006  |82   |82:56.4%, 60:20.0%, 47:10.1%   |tabernacle, garden, breadth, thirds, exceed, fifty, referred, matters, cubits, hundred            |
|eruvim-merged.txt-023b-0007  |82   |82:80.2%, 60:14.9%, 161:2.3%   |tabernacle, garden, breadth, thirds, exceed, fifty, referred, matters, cubits, hundred            |
|eruvim-merged.txt-023b-0008  |82   |82:99.4%, 63:0.0%, 157:0.0%    |tabernacle, garden, breadth, thirds, exceed, fifty, referred, matters, cubits, hundred            |
|eruvim-merged.txt-023b-0009  |82   |82:99.5%, 63:0.0%, 157:0.0%    |tabernacle, garden, breadth, thirds, exceed, fifty, referred, matters, cubits, hundred            |
|eruvim-merged.txt-023b-0010  |82   |82:70.7%, 79:27.4%, 193:1.3%   |tabernacle, garden, breadth, thirds, exceed, fifty, referred, matters, cubits, hundred            |
|eruvim-merged.txt-023b-0011  |79   |79:68.6%, 82:30.8%, 63:0.0%    |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-023b-0012  |79   |79:99.3%, 63:0.0%, 157:0.0%    |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-023b-0013  |79   |79:91.7%, 82:7.3%, 63:0.0%     |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-023b-0014  |79   |79:34.5%, 48:27.8%, 82:15.0%   |fifty, scroll, long, action, perform, rabbinic, neither, cubits, decree, transgress               |
|eruvim-merged.txt-023b-0015  |48   |48:36.8%, 82:27.9%, 79:13.2%   |cross, beam, post, alleyway, side, cubits, tree, beneath, hundred, twenty                         |
|eruvim-merged.txt-023b-0016  |82   |82:35.2%, 48:18.8%, 154:18.2%  |tabernacle, garden, breadth, thirds, exceed, fifty, referred, matters, cubits, hundred            |
|eruvim-merged.txt-023b-0017  |82   |82:32.2%, 63:26.3%, 154:12.3%  |tabernacle, garden, breadth, thirds, exceed, fifty, referred, matters, cubits, hundred            |
|eruvim-merged.txt-023b-0018  |69   |69:32.8%, 82:24.9%, 63:20.9%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-023b-0019  |69   |69:38.1%, 82:24.2%, 63:18.4%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-023b-0020  |69   |69:43.6%, 82:15.3%, 88:12.6%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-023b-0021  |63   |63:28.3%, 82:25.0%, 69:18.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0022  |63   |63:43.5%, 127:25.0%, 88:14.7%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0023  |63   |63:38.7%, 127:36.7%, 82:10.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0024  |127  |127:73.2%, 22:14.5%, 28:5.8%   |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-023b-0025  |127  |127:51.9%, 63:33.0%, 28:5.2%   |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-023b-0026  |63   |63:40.8%, 127:35.2%, 113:11.3% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0027  |63   |63:41.8%, 127:26.5%, 157:16.6% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0028  |63   |63:55.4%, 113:12.3%, 25:10.6%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0029  |63   |63:27.2%, 127:19.3%, 157:15.7% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0030  |157  |157:24.0%, 127:23.3%, 63:19.7% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-023b-0031  |127  |127:34.5%, 157:23.1%, 63:16.7% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-023b-0032  |127  |127:33.7%, 157:12.7%, 16:11.4% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-023b-0033  |127  |127:19.6%, 16:14.7%, 103:12.8% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-023b-0034  |127  |127:29.7%, 167:24.7%, 16:12.6% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-023b-0035  |63   |63:50.8%, 167:27.7%, 166:6.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0036  |63   |63:76.0%, 167:9.5%, 136:5.7%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0037  |63   |63:99.3%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0038  |63   |63:65.3%, 167:12.9%, 109:8.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0039  |63   |63:33.8%, 167:30.8%, 109:11.0% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-023b-0040  |167  |167:39.0%, 157:18.1%, 50:15.2% |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0000  |167  |167:48.5%, 109:12.4%, 166:10.1%|day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0001  |167  |167:60.1%, 166:16.8%, 109:10.6%|day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0002  |167  |167:67.0%, 166:12.3%, 109:11.1%|day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0003  |167  |167:84.1%, 109:5.8%, 166:4.1%  |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0004  |167  |167:60.4%, 63:23.0%, 136:7.7%  |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0005  |167  |167:58.7%, 63:27.2%, 136:6.3%  |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0006  |167  |167:51.0%, 63:38.0%, 109:5.2%  |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0007  |167  |167:86.4%, 63:7.4%, 136:5.2%   |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0008  |167  |167:67.4%, 136:16.2%, 63:15.2% |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024a-0009  |127  |127:40.4%, 167:29.2%, 63:16.2% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0010  |127  |127:60.4%, 63:14.1%, 16:12.8%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0011  |127  |127:57.3%, 157:15.7%, 16:12.9% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0012  |127  |127:60.6%, 16:12.1%, 115:7.1%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0013  |127  |127:63.6%, 113:8.9%, 190:8.6%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0014  |127  |127:74.6%, 154:11.5%, 64:6.9%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0015  |127  |127:50.9%, 154:17.8%, 113:15.5%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0016  |127  |127:41.8%, 157:20.1%, 113:19.3%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0017  |161  |161:29.7%, 113:16.0%, 154:15.3%|large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-024a-0018  |161  |161:40.2%, 98:23.4%, 3:15.1%   |large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-024a-0019  |161  |161:42.8%, 98:23.4%, 3:16.4%   |large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-024a-0020  |98   |98:47.6%, 161:27.2%, 3:13.9%   |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0021  |98   |98:86.9%, 3:11.9%, 63:0.0%     |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0022  |98   |98:83.9%, 3:15.5%, 63:0.0%     |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0023  |98   |98:83.6%, 3:15.8%, 63:0.0%     |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0024  |98   |98:82.1%, 3:17.1%, 63:0.0%     |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0025  |98   |98:98.6%, 63:0.0%, 157:0.0%    |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0026  |98   |98:68.3%, 3:20.7%, 80:8.3%     |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0027  |98   |98:61.5%, 3:22.8%, 70:9.0%     |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0028  |98   |98:70.5%, 167:19.5%, 3:5.6%    |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0029  |98   |98:75.4%, 167:19.5%, 157:4.3%  |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0030  |98   |98:58.4%, 161:17.7%, 167:17.4% |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0031  |98   |98:40.3%, 161:35.5%, 167:11.4% |lived, sandal, jew, male, female, imparted, impurity, fully, spend, excludes                      |
|eruvim-merged.txt-024a-0032  |161  |161:47.0%, 98:21.6%, 167:10.1% |large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-024a-0033  |161  |161:47.2%, 81:14.4%, 193:10.8% |large, small, courtyard, apart, utensil, finger, governing, dimi, breach, poles                   |
|eruvim-merged.txt-024a-0034  |81   |81:35.8%, 161:25.0%, 157:13.0% |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-024a-0035  |81   |81:32.2%, 161:25.4%, 157:18.7% |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-024a-0036  |157  |157:31.9%, 81:22.1%, 18:12.2%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024a-0037  |100  |100:22.3%, 18:18.2%, 81:15.6%  |scroll, boat, ground, back, alleyway, levi, river, earth, offspring, idi                          |
|eruvim-merged.txt-024a-0038  |100  |100:23.7%, 157:23.0%, 126:17.6%|scroll, boat, ground, back, alleyway, levi, river, earth, offspring, idi                          |
|eruvim-merged.txt-024a-0039  |100  |100:26.6%, 126:20.1%, 81:18.4% |scroll, boat, ground, back, alleyway, levi, river, earth, offspring, idi                          |
|eruvim-merged.txt-024a-0040  |157  |157:39.3%, 126:22.9%, 81:16.3% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024a-0041  |47   |47:54.4%, 22:20.7%, 81:11.2%   |egg, bulks, se, alla, little, amount, add, overturned, dough, amounts                             |
|eruvim-merged.txt-024a-0042  |47   |47:55.4%, 22:15.2%, 81:12.6%   |egg, bulks, se, alla, little, amount, add, overturned, dough, amounts                             |
|eruvim-merged.txt-024a-0043  |47   |47:42.7%, 63:32.0%, 22:17.3%   |egg, bulks, se, alla, little, amount, add, overturned, dough, amounts                             |
|eruvim-merged.txt-024a-0044  |47   |47:20.7%, 157:16.4%, 63:15.7%  |egg, bulks, se, alla, little, amount, add, overturned, dough, amounts                             |
|eruvim-merged.txt-024a-0045  |63   |63:19.1%, 73:16.4%, 113:15.7%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-024a-0046  |157  |157:22.5%, 113:15.5%, 167:12.8%|domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024a-0047  |154  |154:32.1%, 127:27.5%, 157:13.4%|master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-024a-0048  |127  |127:31.0%, 154:27.7%, 157:9.7% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0049  |127  |127:39.6%, 154:24.4%, 81:12.5% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-024a-0050  |81   |81:26.0%, 60:25.0%, 70:20.2%   |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-024b-0000  |22   |22:49.7%, 81:23.5%, 72:23.2%   |ruling, rabban, gamliel, concerning, rabbi, contradiction, sage, statement, wishes, accordance    |
|eruvim-merged.txt-024b-0001  |22   |22:25.6%, 157:21.9%, 18:16.4%  |ruling, rabban, gamliel, concerning, rabbi, contradiction, sage, statement, wishes, accordance    |
|eruvim-merged.txt-024b-0002  |157  |157:31.6%, 16:17.4%, 18:16.8%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0003  |157  |157:37.4%, 127:21.2%, 18:18.2% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0004  |157  |157:56.5%, 127:21.0%, 113:10.9%|domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0005  |157  |157:56.3%, 109:9.7%, 113:8.2%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0006  |157  |157:45.9%, 113:19.8%, 126:6.7% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0007  |157  |157:21.4%, 100:21.1%, 199:10.3%|domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0008  |157  |157:30.4%, 100:25.1%, 49:17.9% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0009  |49   |49:26.3%, 157:23.4%, 100:22.3% |vineyard, mention, sow, causes, remembrance, moon, fence, area, cubits, perimeter                 |
|eruvim-merged.txt-024b-0010  |157  |157:27.7%, 49:22.8%, 100:19.3% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0011  |157  |157:21.7%, 49:21.6%, 199:18.0% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0012  |157  |157:22.7%, 100:15.7%, 49:13.2% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0013  |157  |157:16.9%, 100:16.2%, 49:11.9% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-024b-0014  |100  |100:30.4%, 167:29.7%, 157:18.3%|scroll, boat, ground, back, alleyway, levi, river, earth, offspring, idi                          |
|eruvim-merged.txt-024b-0015  |167  |167:38.1%, 100:31.1%, 63:20.9% |day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-024b-0016  |167  |167:42.9%, 100:35.9%, 130:18.6%|day, new, days, town, rosh, hashana, sea, first, directions, two                                  |
|eruvim-merged.txt-025a-0000  |63   |63:88.7%, 167:4.2%, 175:4.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025a-0001  |63   |63:48.2%, 113:31.7%, 127:10.8% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025a-0002  |63   |63:31.3%, 113:31.1%, 69:15.3%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025a-0003  |113  |113:35.6%, 127:29.8%, 69:27.4% |beit, se, kor, matters, area, tenth, asi, diaspora, size, binding                                 |
|eruvim-merged.txt-025a-0004  |69   |69:75.2%, 113:16.3%, 109:6.8%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0005  |69   |69:66.6%, 113:19.1%, 109:7.8%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0006  |69   |69:57.6%, 127:30.0%, 113:10.9% |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0007  |69   |69:62.6%, 127:21.2%, 22:12.6%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0008  |69   |69:44.1%, 127:34.1%, 22:14.1%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0009  |69   |69:54.3%, 22:16.3%, 113:7.2%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0010  |69   |69:42.5%, 113:14.2%, 135:10.4% |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0011  |69   |69:69.6%, 113:11.2%, 50:10.4%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0012  |69   |69:56.0%, 157:28.6%, 43:7.5%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0013  |157  |157:38.9%, 69:37.6%, 105:5.3%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0014  |69   |69:40.5%, 157:27.4%, 70:7.3%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0015  |69   |69:39.1%, 127:23.0%, 154:8.5%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0016  |69   |69:45.7%, 127:23.0%, 22:9.1%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0017  |69   |69:34.2%, 22:26.6%, 127:24.0%  |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0018  |69   |69:35.4%, 22:30.4%, 37:11.1%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0019  |69   |69:46.5%, 27:23.1%, 22:20.2%   |handbreadths, wall, three, four, window, ladder, wide, less, ten, opening                         |
|eruvim-merged.txt-025a-0020  |127  |127:26.8%, 157:22.7%, 167:11.4%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0021  |127  |127:36.3%, 167:15.5%, 70:12.4% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0022  |127  |127:41.2%, 167:18.4%, 157:13.2%|alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0023  |127  |127:31.4%, 63:24.0%, 70:16.6%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0024  |63   |63:65.8%, 22:17.6%, 127:14.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025a-0025  |63   |63:81.6%, 22:16.3%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025a-0026  |63   |63:51.0%, 22:46.2%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-025a-0027  |157  |157:45.3%, 69:19.6%, 81:11.3%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0028  |157  |157:39.0%, 69:21.5%, 81:14.8%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0029  |157  |157:45.5%, 69:19.1%, 127:13.9% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0030  |157  |157:30.8%, 127:25.1%, 81:14.6% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0031  |127  |127:64.9%, 22:14.4%, 157:8.8%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0032  |127  |127:68.3%, 157:13.5%, 80:6.2%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0033  |127  |127:53.2%, 157:16.9%, 70:12.4% |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-025a-0034  |37   |37:40.8%, 70:24.5%, 154:13.3%  |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0035  |37   |37:83.9%, 70:9.6%, 125:5.4%    |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0036  |37   |37:99.0%, 63:0.0%, 157:0.0%    |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0037  |37   |37:99.2%, 63:0.0%, 157:0.0%    |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0038  |37   |37:99.2%, 63:0.0%, 157:0.0%    |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0039  |37   |37:91.0%, 157:4.7%, 22:3.2%    |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0040  |37   |37:49.2%, 157:13.7%, 121:12.1% |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0041  |157  |157:30.0%, 127:17.5%, 22:11.4% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0042  |157  |157:38.0%, 127:21.7%, 81:12.9% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0043  |157  |157:33.4%, 81:25.0%, 127:16.0% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0044  |81   |81:26.7%, 154:24.4%, 157:16.6% |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-025a-0045  |81   |81:34.4%, 69:18.0%, 157:17.2%  |balcony, water, upper, residents, use, convenient, lower, log, lowering, mound                    |
|eruvim-merged.txt-025a-0046  |154  |154:55.2%, 37:31.9%, 81:5.5%   |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
|eruvim-merged.txt-025a-0047  |37   |37:43.7%, 154:43.2%, 19:6.7%   |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0048  |37   |37:47.0%, 154:39.9%, 19:6.6%   |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0049  |37   |37:27.6%, 73:19.6%, 121:13.0%  |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0050  |147  |147:22.6%, 121:19.8%, 166:11.5%|creeping, removal, cursed, animals, impurity, carcass, animal, neighbors, radish, beneficial      |
|eruvim-merged.txt-025a-0051  |37   |37:21.1%, 147:16.1%, 79:11.9%  |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0052  |37   |37:34.4%, 154:23.3%, 157:8.0%  |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0053  |37   |37:37.6%, 125:27.4%, 157:21.3% |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0054  |157  |157:33.8%, 125:27.2%, 37:25.5% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0055  |157  |157:70.1%, 125:21.6%, 109:2.6% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0056  |157  |157:79.9%, 180:4.7%, 19:4.1%   |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0057  |157  |157:75.5%, 125:12.4%, 19:7.2%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0058  |157  |157:40.8%, 125:37.3%, 127:8.1% |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-025a-0059  |125  |125:45.9%, 157:41.0%, 32:12.1% |unwittingly, erected, intentionally, ravin, dilemma, dried, whether, willingly, resolved, came    |
|eruvim-merged.txt-025a-0060  |125  |125:46.5%, 157:16.1%, 37:14.3% |unwittingly, erected, intentionally, ravin, dilemma, dried, whether, willingly, resolved, came    |
|eruvim-merged.txt-025a-0061  |125  |125:30.0%, 37:28.8%, 154:14.6% |unwittingly, erected, intentionally, ravin, dilemma, dried, whether, willingly, resolved, came    |
|eruvim-merged.txt-025a-0062  |37   |37:37.6%, 154:35.1%, 125:11.7% |priests, acquisition, cupboard, took, enter, property, acquires, valid, acquire, available        |
|eruvim-merged.txt-025a-0063  |154  |154:49.0%, 156:26.6%, 169:8.4% |master, partition, tent, greater, breached, hear, wife, standing, rav, gehenna                    |
